Cluster,xG_per90,Sh_per90,SoT_per90,npXG_per90,G_minus_xG_Expected,SCA_per90,GCA_per90,PassLive_SCA_per90,TB_per90,KP_per90,PrgP_per90,PPA_per90,F3P_per90,Att,xA_per90,xAG_per90,Succ_Take_per90,PrgC_per90,CPA_per90,F3C_per90,TklW_per90,Recov_per90,PrgR_per90,Rec_per90
0,0.5249500812464433,3.0314666666666663,1.2224000000000002,0.4720563640232346,-0.3586666666666667,2.1261333333333337,0.3024,0.1679639277910622,0.10223895772832683,0.8421113582396021,1.5761077952834637,0.45117261104922346,0.92492061206684,346.5466666666667,0.07410510941718337,0.09836135921603217,0.6561122924073209,1.3649456390425403,0.7229815072301805,0.812984884690506,0.39117607434904705,2.163102670663969,5.566883762726161,22.536079972384147
1,0.5498464518153866,3.7090000000000005,1.812,0.47239893390540927,1.825,3.7845,0.4385,0.284730724766406,0.23338853912956853,1.5831555588554316,3.189953006386893,1.296170685895305,1.648773101247994,530.8,0.18000951945700988,0.2134556582667893,1.105007421821943,2.094032630198169,1.0568886843158656,1.2693426968924078,0.4105723962615245,2.58469290138856,6.945587868525495,28.447982696684043
2,0.2555659740567621,2.4286486486486485,0.8989189189189188,0.24580866607374655,0.7081081081081081,4.47027027027027,0.5940540540540541,0.400124782374988,0.2071459457534984,2.055506440191232,3.586840402903494,1.8422607881547448,1.5594908821999334,688.3513513513514,0.24947021917259626,0.257496095224916,2.248233704668161,5.431098734063092,2.7014769639905185,2.600674362115044,0.8045130735732079,3.779288478070124,10.905420715633516,38.36125790437805
3,0.20911575414509073,2.157816091954023,0.7728735632183907,0.19636652315897316,0.10804597701149425,3.3559770114942533,0.37080459770114943,0.246945030040992,0.18701487000992578,1.4229334015500879,2.756177284931329,1.2790998316533895,1.4193718233204984,574.2298850574713,0.15261372258059425,0.16368799623833122,1.722810998413015,3.7933137047251884,1.6170713305443514,2.164767911845636,0.7603294299855008,3.9076053810607907,8.011282911226276,31.49966664251011
4,0.2693340464228265,2.1507070707070706,0.7981818181818181,0.25528662084115694,-0.1575757575757576,2.756767676767677,0.33454545454545453,0.21045336389597447,0.15514956429270035,1.1702494517213013,2.4486080792343152,0.8462786509464059,1.3397362505082107,410.57575757575756,0.11206340314866438,0.13555771128608204,0.9436325204619447,2.0016458982393903,0.7865991463416573,1.231682430084756,0.6431901212270027,3.1169001082273606,6.296652208579346,26.18161431069993
5,0.185416495340892,1.6873333333333334,0.5853333333333333,0.1664327124904654,0.39199999999999996,3.7673333333333336,0.40613333333333335,0.28472401684280896,0.3442973367582757,1.8080165381011473,4.926177994848858,1.5783363281075107,3.2670088346282053,933.32,0.18577606927973508,0.19041368144675522,1.1853858402639934,2.5659702181296598,0.6481563572608275,1.9526454900339247,1.0261134156683644,4.363222641687675,6.223967860414434,40.93935735848182
6,0.11028476531941789,1.2386021505376343,0.3716129032258065,0.10491076578572057,-0.12580645161290324,2.3153763440860216,0.20430107526881722,0.13933557786786363,0.1517212774892944,0.9672079787926885,2.8447152402789286,0.7857479321906997,1.8848701331303404,561.3548387096774,0.0862589803694673,0.0958865306304019,1.0597164215896735,2.1004494287290716,0.564707491099793,1.5041151119392908,1.1462801719104438,4.264243502263393,4.8175413003367495,28.69737572897188
7,0.4013419579903552,2.983125,1.1456250000000001,0.34223707031855616,0.5375000000000001,5.045625,0.715625,0.4965073112656047,0.6600647122035007,2.377691816403452,6.042417003493825,2.202676694754959,3.6134619918388884,974.84375,0.3013826892868383,0.33756498319096506,1.7626152047278651,3.565450425898196,1.465141902760634,2.600799564519502,0.7821186519377601,3.686365643719014,8.85260304163704,48.46684211739415
8,0.24203386861306364,1.8491463414634146,0.6401219512195122,0.22158123641262306,-0.12195121951219512,1.663048780487805,0.15085365853658536,0.07515693315522959,0.060195476130636666,0.6003899091739585,1.1197778280755506,0.27198674041894655,0.7417763050306222,259.1707317073171,0.04374605655343952,0.062121949385467924,0.43849060133623935,0.8525693091533915,0.39378803552869324,0.5564376295006221,0.39595326207655135,1.9009682479444503,3.725869297764967,17.84505804103488
